City ID,City,Country,Lat,Lng,Temperature,Humidity,Clouds,Wind Speed
3437443,Pozo Colorado,PY,-23.4923,-58.7972,72.88,78,100,2.68
3576994,Cockburn Town,TC,21.4612,-71.1419,82.8,76,4,17.65
5116602,Endicott,US,42.0984,-76.0494,62.71,85,1,0.0
2537763,Salé,MA,34.0389,-6.8166,65.21,100,90,5.75
1627185,Sijunjung,ID,-0.6876,100.9537,78.19,73,100,0.2
5983720,Iqaluit,CA,63.7506,-68.5145,34.7,93,90,10.0
1045114,Inhambane,MZ,-23.865,35.3833,67.6,67,83,7.2
1712961,Gigmoto,PH,13.7796,124.39,81.19,84,100,7.23
1626542,Sorong,ID,-0.8833,131.25,83.91,75,59,6.67
119115,Qūchān,IR,37.106,58.5095,48.13,90,98,11.43
4406282,Rolla,US,37.9514,-91.7713,61.2,91,1,0.0
2132606,Samarai,PG,-10.6167,150.6667,82.63,77,97,11.68
1650064,Barabai,ID,-2.5833,115.3833,88.74,59,41,0.74
7626405,Skibotn,NO,69.3913,20.2679,35.47,86,93,2.73
2108502,Honiara,SB,-9.4333,159.95,86.81,71,50,9.82
3836669,San Rafael,AR,-34.6177,-68.3301,58.33,31,4,4.76
1855540,Naze,JP,28.3667,129.4833,81.52,66,84,16.64
2527087,Tiznit Province,MA,29.5833,-9.5,65.55,51,3,0.89
3671497,Puerto Colombia,CO,10.9878,-74.9547,84.29,81,43,17.92
6138719,Saint-Marc-des-Carrieres,CA,46.6834,-72.0491,52.79,93,19,1.14
3839982,Punta Alta,AR,-38.8759,-62.0736,50.29,58,0,9.75
2303611,Esim,GH,4.8699,-2.2405,76.1,91,64,1.66
2189343,Kaeo,NZ,-35.1,173.7833,65.73,54,2,9.42
5969025,Haines Junction,CA,60.7522,-137.5108,40.95,75,100,2.3
5847486,Kailua,US,21.4022,-157.7394,81.16,62,75,11.5
2127202,Anadyr,RU,64.75,177.4833,32.0,100,90,13.42
4031574,Provideniya,RU,64.3833,-173.3,37.51,81,75,15.66
2278158,Buchanan,LR,5.8808,-10.0467,77.2,90,87,7.67
2123979,Kuril'sk,RU,45.2333,147.8833,54.23,66,99,5.99
5916706,Carberry,CA,49.8689,-99.3602,59.23,30,100,6.98
4513583,Hamilton,US,39.1834,-84.5333,69.26,93,90,3.44
1803367,Linqing,CN,36.8456,115.7117,58.84,75,97,7.14
3013633,Arrondissement du Havre,FR,49.5833,0.3333,56.64,88,90,4.61
1529660,Aksu,CN,41.1231,80.2644,50.65,31,0,4.61
667507,Secăria,RO,45.2833,25.6833,39.65,71,100,4.99
513883,Otradnyy,RU,53.376,51.3452,37.81,69,0,2.95
3356832,Henties Bay,NA,-22.116,14.2845,52.86,81,0,6.98
3448903,São João da Barra,BR,-21.6403,-41.0511,71.06,88,100,18.48
1642858,Jambi City,ID,-1.6,103.6167,79.2,86,100,3.87
1521153,Mamlyutka,KZ,54.9375,68.5394,35.78,78,14,8.46
124862,Marand,IR,38.4329,45.7749,46.74,77,1,3.09
157429,Kilindoni,TZ,-7.9139,39.6668,78.49,75,51,15.82
1863495,Gushikawa,JP,26.3544,127.8686,83.7,70,75,18.41
5557293,Sitka,US,57.0531,-135.33,48.09,81,90,6.91
4255151,Bud,US,39.447,-86.1758,64.54,97,28,3.49
2738381,Lata,PT,40.1629,-8.3327,58.19,57,13,3.11
103630,Najrān,SA,17.4924,44.1277,75.85,60,92,3.85
5924351,Clyde River,CA,70.4692,-68.5914,30.67,86,100,3.27
3571913,Marsh Harbour,BS,26.5412,-77.0636,82.62,70,77,11.18
2396853,Omboué,GA,-1.5746,9.2618,76.28,86,100,5.95
286621,Salalah,OM,17.0151,54.0924,78.89,94,40,2.3
1274547,Chātakonda,IN,17.55,80.65,78.55,90,37,1.79
1528796,At-Bashi,KG,41.1702,75.8106,38.71,81,79,1.36
4931378,Bristol,US,41.8334,-71.1662,58.35,87,0,1.01
1715335,Davila,PH,18.4726,120.5763,84.18,74,100,3.42
1268008,Kanniyākumāri,IN,8.0833,77.5667,81.03,82,97,14.36
2090021,Namatanai,PG,-3.6667,152.4333,84.09,73,97,0.89
5851349,Nānākuli,US,21.3906,-158.1547,82.89,53,40,8.05
1861280,Itoman,JP,26.1247,127.6694,86.02,70,75,16.11
3579925,St. George's,GD,12.0564,-61.7485,80.28,83,40,6.91
2168305,Dubbo,AU,-32.25,148.6167,71.73,35,35,11.5
4032369,Pangai,TO,-19.8,-174.35,80.71,65,20,5.75
2015306,Tiksi,RU,71.6872,128.8694,26.35,85,100,18.77
3398178,Inhuma,BR,-6.6683,-41.7078,83.3,33,98,1.99
100926,Umluj,SA,25.0213,37.2685,82.62,47,1,11.27
2173911,Broken Hill,AU,-31.95,141.4333,69.51,18,0,5.75
6137462,Saint-Augustin,CA,51.226,-58.6502,41.31,62,17,10.49
1500609,Lesogorsk,RU,56.0458,99.5136,35.28,93,100,10.36
620391,Vawkavysk,BY,53.1561,24.4513,36.05,62,0,7.25
1521315,Līsakovsk,KZ,52.5369,62.4936,37.18,81,10,5.97
3904906,Santa Cruz de la Sierra,BO,-17.8,-63.1667,72.86,64,18,2.3
5197085,Lancaster,US,40.2504,-76.2499,62.44,90,1,0.0
3628473,San Cristobal,VE,7.7669,-72.225,71.78,97,100,2.28
4031637,Lavrentiya,RU,65.5833,-171.0,35.13,99,100,7.27
3985710,Cabo San Lucas,MX,22.8909,-109.9124,87.22,51,1,4.61
2022129,Kichera,RU,55.9375,110.0997,36.77,76,99,4.61
2025256,Chumikan,RU,54.7183,135.315,42.57,56,19,22.53
2439376,Tahoua,NE,14.8888,5.2692,84.74,25,99,5.28
2455290,Kidal,ML,18.4411,1.4078,82.92,15,2,11.05
1486321,Yar-Sale,RU,66.8333,70.8333,43.07,92,100,15.37
2036113,Liaoyang,CN,41.2719,123.1731,58.33,61,0,4.5
2472431,Ben Gardane,TN,33.1378,11.2197,71.83,59,2,10.65
3868626,Valparaíso,CL,-33.0393,-71.6273,57.47,74,75,5.75
2084442,Vanimo,PG,-2.6741,141.3028,87.53,61,12,6.96
1648186,Bontang,ID,0.1333,117.5,85.05,67,53,9.26
3440777,Rocha,UY,-34.4833,-54.3333,40.87,87,3,2.44
5392593,San Ramon,US,37.7799,-121.978,55.72,74,1,3.0
141736,Bam,IR,29.106,58.357,76.98,14,0,5.1
3939761,Hualmay,PE,-11.0964,-77.6139,62.91,89,99,12.77
488618,Starosubkhangulovo,RU,53.1031,57.4423,31.35,94,7,2.48
60019,Eyl,SO,7.9803,49.8164,77.45,79,98,13.69
847634,Rypefjord,NO,70.6333,23.6667,37.87,87,75,12.66
4726521,San Patricio,US,28.017,-97.5169,77.2,55,0,7.52
3194099,Opatija,HR,45.3392,14.3083,56.01,73,100,19.91
1510689,Baykit,RU,61.67,96.37,36.14,96,100,4.0
2180815,Tuatapere,NZ,-46.1333,167.6833,56.82,76,97,2.13
245669,Adré,TD,13.4667,22.2,78.35,25,93,8.25
3687972,Calamar,CO,10.2511,-74.9146,82.35,91,90,7.45
686090,Asău,RO,46.4333,26.4,33.57,70,100,3.94
535113,Lipin Bor,RU,60.2622,37.9763,41.7,73,100,13.4
3658666,Cuenca,EC,-2.8833,-78.9833,60.93,67,75,4.61
696292,Prymors'k,UA,46.7348,36.3443,49.32,62,100,21.97
2031964,Darhan,MN,49.4867,105.9228,42.82,77,100,4.92
3521108,Progreso,MX,21.2833,-89.6667,82.11,84,99,11.18
3359736,Vredendal,ZA,-31.6683,18.5012,55.87,84,77,4.07
3386177,Trairi,BR,-3.2778,-39.2689,79.0,83,88,9.86
556279,Inzer,RU,54.2167,57.5556,33.21,93,6,1.74
2729907,Longyearbyen,SJ,78.2186,15.6401,19.24,79,0,10.36
3397763,Jacareacanga,BR,-6.2222,-57.7528,73.54,98,100,2.93
1848976,Wajima,JP,37.4,136.9,77.68,73,75,6.91
160961,Bukoba,TZ,-1.3317,31.8122,65.77,73,10,4.12
5044290,Saint Anthony,US,45.0205,-93.218,65.25,85,90,4.61
3385670,Urucará,BR,-2.5364,-57.76,77.63,74,100,0.98
2636790,Stornoway,GB,58.2093,-6.3865,55.56,88,40,13.8
2377450,Nouakchott,MR,18.0858,-15.9785,79.66,76,37,7.29
1033356,Nampula,MZ,-15.1165,39.2666,66.15,88,20,9.22
5954718,Flin Flon,CA,54.7682,-101.865,44.33,46,5,5.7
3899539,Antofagasta,CL,-23.65,-70.4,58.84,80,65,5.08
3924948,Ouro Preto do Oeste,BR,-10.7481,-62.2158,75.25,88,99,1.48
6067747,Matagami,CA,49.7502,-77.6328,51.91,93,1,5.75
2025456,Chernyshevskiy,RU,63.0128,112.4714,30.6,79,100,2.75
1526038,Atbasar,KZ,51.8,68.3333,34.59,82,13,6.15
5850554,Makakilo City,US,21.3469,-158.0858,81.72,51,40,8.05
5478673,Meadow Lake,US,34.8014,-106.5436,68.16,29,99,7.54
1224061,Wattegama,LK,6.7989,81.4808,76.12,75,100,8.01
1082243,Ambilobe,MG,-13.2,49.05,71.91,85,97,4.38
5380437,Pacific Grove,US,36.6177,-121.9166,57.51,76,75,4.0
3412093,Vestmannaeyjar,IS,63.4427,-20.2734,49.87,87,100,30.53
6180550,Whitehorse,CA,60.7161,-135.0538,37.72,86,90,4.0
2386756,Gamboula,CF,4.1178,15.1393,68.27,98,100,0.89
3108950,Silleda,ES,42.696,-8.2465,51.26,99,100,2.21
5110365,Broome,US,42.2506,-75.833,62.02,72,1,0.0
1185239,Sarankhola,BD,22.3082,89.7897,83.03,81,61,0.89
4036284,Alofi,NU,-19.0595,-169.9187,82.29,74,75,13.8
3520994,Puerto Escondido,MX,15.85,-97.0667,81.46,80,100,2.37
3445026,Vila Velha,BR,-20.3297,-40.2925,75.15,78,75,13.8
1024701,Macia,MZ,-25.0269,33.0989,65.43,74,100,5.21
1282256,Hithadhoo,MV,-0.6,73.0833,82.99,67,99,9.37
3430443,Necochea,AR,-38.5473,-58.7368,41.04,80,0,9.48
1307741,Myitkyina,MM,25.3833,97.4,80.13,81,7,2.01
3670218,San Andrés,CO,12.5847,-81.7006,84.22,84,75,13.8
769274,Kętrzyn,PL,54.0768,21.3753,38.12,63,2,6.78
2126710,Beringovskiy,RU,63.05,179.3167,33.01,94,100,10.85
4013679,Coahuayana Viejo,MX,18.7333,-103.6833,87.28,84,50,0.81
2412408,Nioro,GM,13.35,-15.75,77.76,88,51,9.62
5546220,Saint George,US,37.1041,-113.5841,75.2,38,1,1.99
3883167,Linares,CL,-35.85,-71.6,50.14,66,0,0.85
2641434,Northam,GB,51.0333,-4.2167,59.36,92,100,9.17
2038067,Chifeng,CN,42.2683,118.9636,56.3,40,2,2.44
2122605,Okhotsk,RU,59.3833,143.3,33.22,64,31,8.86
5870133,Nome,US,64.5011,-165.4064,39.27,87,75,8.05
2440371,Ouallam,NE,14.3188,2.0866,87.15,30,7,2.71
600438,Biržai,LT,56.2,24.75,36.55,71,8,6.15
1272140,Dwārka,IN,22.2394,68.9678,82.4,77,4,7.58
3121424,Gijón,ES,43.5357,-5.6615,55.85,88,8,4.9
5404476,Ukiah,US,39.1502,-123.2078,60.01,51,1,4.61
954161,Somerset East,ZA,-32.7217,25.588,61.99,68,99,4.5
738742,Tokat,TR,40.4167,36.5833,38.23,87,12,1.19
3894426,Coyhaique,CL,-45.5752,-72.0662,48.15,66,0,2.3
3466980,Caravelas,BR,-17.7125,-39.2481,74.82,83,100,7.38
2449893,Tessalit,ML,20.1986,1.0114,82.51,16,0,11.41
5067114,Douglas,US,41.3,-96.167,66.9,78,1,1.01
87205,Darnah,LY,32.767,22.6367,71.62,58,0,10.58
1277330,Banganapalle,IN,15.3167,78.2333,80.94,77,97,2.26
580420,Atkarsk,RU,51.8718,45.0078,36.84,66,23,2.59
4152890,DeLand,US,29.0283,-81.3031,79.34,89,1,4.61
961226,Ritchie,ZA,-29.038,24.6028,56.41,77,0,11.74
2649715,Falmouth,GB,50.1544,-5.0711,59.68,94,75,4.61
3200768,Gacko,BA,43.1672,18.5353,51.93,97,100,4.43
4228452,Villa Rica,US,33.7321,-84.9191,68.59,97,34,3.94
1337605,Mahibadhoo,MV,3.7833,72.9667,82.98,75,56,13.6
160141,Dunda,TZ,-8.1167,34.25,64.85,73,5,2.8
6058415,Logan Lake,CA,50.4998,-120.8025,42.82,68,60,5.46
1254046,Tura,IN,25.5198,90.2201,79.56,78,36,0.81
582447,Almaznyy,RU,48.0448,40.045,39.34,57,28,12.84
738662,Tosya,TR,41.0155,34.0401,46.33,81,5,0.27
5915359,Cap-Chat,CA,49.1001,-66.6821,55.4,76,22,8.05
359792,Aswān,EG,24.0934,32.907,74.5,28,0,11.5
2077895,Alice Springs,AU,-23.7,133.8833,81.95,34,0,9.22
5859699,College,US,64.8569,-147.8028,36.82,94,90,4.61
3435261,Concordia,AR,-31.393,-58.0209,55.78,69,11,4.0
3680090,Juradó,CO,7.1053,-77.7641,77.68,92,100,4.05
5975004,High Level,CA,58.5169,-117.136,41.11,60,20,4.61
2136150,Luganville,VU,-15.5333,167.1667,81.27,78,95,12.64
3702577,Portobelo,PA,9.55,-79.65,77.97,86,100,5.77
3041732,Mariehamn,AX,60.0973,19.9348,48.06,100,87,3.44
5742974,North Bend,US,43.4065,-124.2243,53.58,85,1,18.41
2123814,Leningradskiy,RU,69.3833,178.4167,26.44,96,100,1.01
3887127,Iquique,CL,-20.2208,-70.1431,61.52,75,43,2.68
2159220,Mackay,AU,-21.15,149.2,81.03,61,1,12.66
2186280,Nelson,NZ,-41.2833,173.2833,66.29,76,19,4.0
5536630,Cedar City,US,37.6775,-113.0619,60.94,47,1,10.36
4898433,Kewanee,US,41.2456,-89.9248,63.48,83,34,1.7
2108857,Gizo Government Station,SB,-8.103,156.8419,84.43,76,69,10.78
3421319,Nuuk,GL,64.1835,-51.7216,32.61,69,0,13.8
1644605,Galesong,ID,-5.3166,119.3661,84.22,58,83,9.19
3887344,Illapel,CL,-31.6308,-71.1653,51.66,87,92,5.28
1809062,Haimen,CN,23.1935,116.6142,78.69,89,100,21.81
2178753,Kirakira,SB,-10.4544,161.9205,85.78,71,99,13.98
3526756,Isla Mujeres,MX,21.2311,-86.731,82.17,80,99,8.63
3577154,Oranjestad,AW,12.524,-70.027,84.15,74,20,13.8
57000,Hobyo,SO,5.3505,48.5268,76.8,83,70,17.78
2098329,Daru,PG,-9.0763,143.2092,81.61,85,92,12.88
2686162,Oskarshamn,SE,57.2645,16.4484,40.77,89,56,3.11
2458334,Douentza,ML,14.9951,-2.9517,89.37,23,28,3.44
2328952,Nguru,NG,12.8791,10.4526,81.82,23,37,6.38
660561,Porvoo,FI,60.3923,25.6651,51.57,94,100,1.01
3714956,Ailigandí,PA,9.2333,-78.0167,79.39,86,100,4.14
2121025,Srednekolymsk,RU,67.45,153.6833,24.55,66,24,3.89
3128978,Balaguer,ES,41.7912,0.8109,54.19,85,0,4.99
1716573,Culasi,PH,11.4272,122.056,82.18,72,100,3.94
286245,Sur,OM,22.5667,59.5289,81.39,56,1,4.0
2112576,Ishinomaki,JP,38.4167,141.3,75.2,67,79,7.05
2160517,Launceston,AU,-41.45,147.1667,58.53,81,90,7.0
2294915,Takoradze,GH,4.8845,-1.7554,76.5,90,57,1.39
6111862,Port Hardy,CA,50.6996,-127.4199,48.38,87,90,12.66
1732826,Mersing,MY,2.4312,103.8405,84.11,84,40,3.44
5364271,Laguna,US,38.421,-121.4238,65.82,51,1,3.0
2112444,Kamaishi,JP,39.2667,141.8833,67.15,89,100,2.77
2021343,Kultuk,RU,51.7208,103.6956,37.83,90,100,2.86
3664078,Humaitá,BR,-7.5061,-63.0208,74.84,97,100,2.24
5193011,Hazleton,US,40.9584,-75.9746,59.49,89,90,0.0
3995652,Mocorito,MX,25.4833,-107.9167,92.21,57,3,1.97
2177069,Ballina,AU,-28.8667,153.5667,72.03,73,90,13.8
2940476,Bützow,DE,53.85,11.9833,46.92,92,62,4.34
2963370,Killarney,IE,52.05,-9.5167,60.67,99,100,5.21
2092164,Lorengau,PG,-2.0226,147.2712,85.68,65,59,11.14
3832899,Viedma,AR,-40.8135,-62.9967,44.71,58,99,2.53
556268,Ostrovnoy,RU,68.0531,39.5131,38.8,86,100,25.17
1795632,Shenjiamen,CN,29.9576,122.298,75.88,89,80,15.37
596544,Obeliai,LT,55.9667,25.15,35.94,70,0,6.13
3388926,São Caetano de Odivelas,BR,-0.75,-48.02,76.41,90,2,5.97
615844,Akhmeta,GE,42.0311,45.2075,48.72,95,100,1.59
1106677,Bambous Virieux,MU,-20.3428,57.7575,68.25,88,75,3.44
2636638,Stromness,GB,58.965,-3.296,55.15,91,79,5.01
3407010,Assaré,BR,-6.8744,-39.875,77.31,41,92,3.29
3354540,Omaruru,NA,-21.4333,15.9333,63.5,22,0,3.65
1688696,San Policarpo,PH,12.1791,125.5072,76.77,93,100,11.25
1990589,Teluknaga,ID,-6.0989,106.6381,85.5,74,20,4.61
2444995,Filingué,NE,14.3521,3.3168,87.19,28,36,2.62
1268059,Kanigiri,IN,15.4,79.5167,81.39,79,56,0.92
5905393,Bonavista,CA,48.6499,-53.1147,42.8,62,100,5.06
1503153,Klyuchi,RU,52.2667,79.1667,37.2,88,99,9.33
3359638,Walvis Bay,NA,-22.9575,14.5053,50.95,81,0,4.61
2122493,Omsukchan,RU,62.5333,155.8,17.92,81,80,1.66
1526041,Atasū,KZ,48.6814,71.6433,32.43,74,14,6.06
3939168,Huarmey,PE,-10.0681,-78.1522,63.77,88,95,12.46
2065176,Murray Bridge,AU,-35.1167,139.2667,68.11,27,100,12.59
359783,Assiut,EG,27.181,31.1837,69.98,50,0,7.87
3064449,Svoboda nad Úpou,CZ,50.626,15.8165,46.8,99,31,6.22
3421719,Narsaq,GL,60.9167,-46.05,44.82,51,89,7.29
3374120,Vila do Maio,CV,15.1333,-23.2167,79.59,79,22,10.27
1067565,Beloha,MG,-25.1667,45.05,60.24,61,1,8.9
1688781,City of San Pedro,PH,14.35,121.0167,87.03,77,75,2.3
5563839,Fortuna,US,40.5982,-124.1573,53.67,55,26,3.0
2450849,Sokolo,ML,14.7328,-6.1219,87.71,29,56,1.43
1519385,Sergeevka,KZ,53.88,67.4158,35.73,81,11,7.25
5919850,Chapais,CA,49.7834,-74.8492,56.98,94,24,4.23
3674676,Mitú,CO,1.1983,-70.1733,73.06,97,100,1.01
1214488,Meulaboh,ID,4.1363,96.1285,79.18,77,99,2.66
72181,Marzuq,YE,14.4,46.4667,74.35,60,15,2.62
88533,Awjilah,LY,29.1081,21.2869,72.05,32,0,7.9
1714733,Dingle,PH,10.9995,122.6711,77.38,89,100,3.4
2112539,Iwaki,JP,37.05,140.8833,82.63,60,59,1.99
1835848,Seoul,KR,37.5683,126.9778,67.82,83,90,2.3
2015913,Suntar,RU,62.1444,117.6319,34.23,74,100,5.99
2446796,Bilma,NE,18.6853,12.9164,78.87,20,1,7.25
2902768,Hof,DE,50.3167,11.9167,47.32,86,41,5.01
4260977,Marion,US,39.7684,-86.1555,65.35,92,90,3.44
3455777,Ortigueira,BR,-24.2083,-50.9494,62.13,98,55,5.08
352628,Maţāy,EG,28.419,30.7792,69.85,62,0,13.82
3860443,Comodoro Rivadavia,AR,-45.8667,-67.5,46.26,81,0,4.61
3836277,Santa Fe,AR,-31.6333,-60.7,59.65,47,0,1.99
1802204,Luancheng,CN,37.8792,114.6517,59.16,70,0,3.87
3354071,Oranjemund,NA,-28.55,16.4333,52.88,95,42,0.45
2890442,Kirchhundem,DE,51.1,8.1,39.69,1,0,2.42
2071860,Esperance,AU,-33.8667,121.9,60.64,57,91,16.69
457955,Liepāja,LV,56.5419,21.0367,37.38,87,100,2.3
2037485,Erenhot,CN,43.6475,111.9767,55.47,51,74,9.71
